       1  371.1601  371.1601
       2  391.0845  371.1601
       3  391.1987  371.1601
       4  372.8253  371.1601
       5  385.5466  371.1601
       6  378.9426  371.1601
       7  381.3109  371.1601
       8  387.0248  371.1601
       9  380.1580  371.1601
      10  372.8891  371.1601
      11  370.2918  371.1601
      12  374.0000  371.1601
      13  386.3771  371.1601
      14  387.5896  371.1601
      15  381.9908  371.1601
      16  383.7000  371.1601
      17  371.4629  371.1601
      18  397.2541  371.1601
      19  387.3135  371.1601
      20  384.1489  371.1601
      21  368.8444  371.1601
      22  395.5681  371.1601
      23  387.3414  371.1601
      24  383.2556  371.1601
      25  393.3248  371.1601
      26  384.4540  371.1601
      27  391.3192  371.1601
      28  380.8731  371.1601
      29  379.5556  371.1601
      30  370.4243  371.1601
      31  362.2740  371.1601
      32  391.8579  371.1601
      33  365.8391  371.1601
      34  384.1433  371.1601
      35  383.8834  371.1601
      36  386.3817  371.1601
      37  390.1244  371.1601
      38  381.5961  371.1601
      39  379.8922  371.1601
      40  383.1447  371.1601
      41  379.9326  371.1601
      42  389.1234  371.1601
      43  351.8949  371.1601
      44  392.2655  371.1601
      45  373.6607  371.1601
      46  399.9992  371.1601
      47  399.0505  371.1601
      48  384.9961  371.1601
      49  392.3936  371.1601
      50  384.6194  371.1601
      51  385.5780  371.1601
      52  374.2318  371.1601
      53  394.9789  371.1601
      54  392.4751  371.1601
      55  375.7522  371.1601
      56  402.1696  371.1601
      57  375.6820  371.1601
      58  379.7717  371.1601
      59  390.2732  371.1601
      60  372.1178  371.1601
      61  384.1809  371.1601
      62  381.4368  371.1601
      63  385.3054  371.1601
      64  385.6190  371.1601
      65  375.6786  371.1601
      66  397.4045  371.1601
      67  376.3766  371.1601
      68  399.9626  371.1601
      69  368.9598  371.1601
      70  386.3670  371.1601
      71  384.8488  371.1601
      72  375.5695  371.1601
      73  403.4099  371.1601
      74  386.4519  371.1601
      75  380.1051  371.1601
      76  396.0064  371.1601
      77  381.5224  371.1601
      78  390.9854  371.1601
      79  386.9128  371.1601
      80  383.1284  371.1601
      81  376.6780  371.1601
      82  376.2176  371.1601
      83  400.1576  371.1601
      84  378.0234  371.1601
      85  381.4310  371.1601
      86  405.4125  371.1601
      87  368.6824  371.1601
      88  374.9889  371.1601
      89  405.3811  371.1601
      90  380.2055  371.1601
      91  396.0032  371.1601
      92  387.8231  371.1601
      93  392.1638  371.1601
      94  372.8378  371.1601
      95  400.9294  371.1601
      96  384.9437  371.1601
      97  386.5966  371.1601
      98  392.1205  371.1601
      99  370.8506  371.1601
     100  390.2205  371.1601
     101  401.1225  371.1601
     102  385.6283  371.1601
     103  396.7932  371.1601
     104  378.3499  371.1601
     105  398.1186  371.1601
     106  378.4483  371.1601
     107  391.3244  371.1601
     108  401.7248  371.1601
     109  374.0451  371.1601
     110  390.4395  371.1601
     111  372.5442  371.1601
     112  379.3438  371.1601
     113  411.3231  371.1601
     114  389.6132  371.1601
     115  373.9528  371.1601
     116  384.8788  371.1601
     117  395.7503  371.1601
     118  398.6133  371.1601
     119  384.1825  371.1601
     120  388.9206  371.1601
     121  384.2250  371.1601
     122  392.9154  371.1601
     123  391.5094  371.1601
     124  393.0105  371.1601
     125  398.7906  371.1601
     126  366.8711  371.1601
     127  410.1975  371.1601
     128  379.7372  371.1601
     129  401.5141  371.1601
     130  392.1591  371.1601
     131  379.3979  371.1601
     132  386.2926  371.1601
     133  406.2931  371.1601
     134  400.5581  371.1601
     135  390.4516  371.1601
     136  382.4561  371.1601
     137  413.5206  371.1601
     138  366.0331  371.1601
     139  384.7863  371.1601
     140  377.9448  371.1601
     141  382.3873  371.1601
     142  392.4473  371.1601
     143  384.5643  371.1601
     144  402.1078  371.1601
     145  387.7781  371.1601
     146  407.0376  371.1601
     147  370.8365  371.1601
     148  394.7440    0.0000
     149  404.4831    0.0000
     150  373.0939    0.0000
     151  395.0681    0.0000
     152  365.3989    0.0000
     153  379.1203    0.0000
     154  392.4299    0.0000
     155  400.4054    0.0000
     156  396.3609    0.0000
     157  391.2350    0.0000
     158  375.6305    0.0000
     159  410.5883    0.0000
