       1  152.7243  152.7243
       2  153.9634  152.7243
       3  155.0860  152.7243
       4  155.9019  152.7243
       5  156.2084  152.7243
       6  156.8729  152.7243
       7  158.2865  152.7243
       8  158.8547  152.7243
       9  158.3803  152.7243
      10  156.5122  152.7243
      11  155.7774  152.7243
      12  156.9100  152.7243
      13  158.3444  152.7243
      14  157.9262  152.7243
      15  155.6669  152.7243
      16  154.4691  152.7243
      17  155.9586  152.7243
      18  158.2804  152.7243
      19  159.5029  152.7243
      20  158.7169  152.7243
      21  156.7704  152.7243
      22  156.4426  152.7243
      23  157.7872  152.7243
      24  158.9848  152.7243
      25  158.4087  152.7243
      26  156.6438  152.7243
      27  156.3746  152.7243
      28  157.3808  152.7243
      29  159.2275  152.7243
      30  159.2355  152.7243
      31  156.9786  152.7243
      32  154.6718  152.7243
      33  153.2901  152.7243
      34  153.8690  152.7243
      35  154.1882  152.7243
      36  154.9553  152.7243
      37  156.0766  152.7243
      38  156.7285  152.7243
      39  157.0267  152.7243
      40  156.9185  152.7243
      41  155.9113  152.7243
      42  154.7495  152.7243
      43  153.9370  152.7243
      44  153.7584  152.7243
      45  153.3458  152.7243
      46  152.6980  152.7243
      47  152.2920  152.7243
      48  153.5167  152.7243
      49  155.4994  152.7243
      50  156.9203  152.7243
      51  157.2728  152.7243
      52  157.2919  152.7243
      53  158.6055  152.7243
      54  159.9195  152.7243
      55  159.2117  152.7243
      56  156.4092  152.7243
      57  153.1379  152.7243
      58  153.4207  152.7243
      59  156.6962  152.7243
      60  160.3593  152.7243
      61  161.8023  152.7243
      62  161.4497  152.7243
      63  161.6787  152.7243
      64  162.5990  152.7243
      65  162.4525  152.7243
      66  159.5199  152.7243
      67  155.3853  152.7243
      68  153.8389  152.7243
      69  156.4454  152.7243
      70  161.2232  152.7243
      71  164.4681  152.7243
      72  164.4226  152.7243
      73  162.6148  152.7243
      74  160.2680  152.7243
      75  158.1814  152.7243
      76  155.3532  152.7243
      77  153.2923  152.7243
      78  152.2386  152.7243
      79  154.3137  152.7243
      80  158.6788  152.7243
      81  162.6199  152.7243
      82  164.3006  152.7243
      83  164.0585  152.7243
      84  162.8241  152.7243
      85  160.6555  152.7243
      86  157.4185  152.7243
      87  153.8566  152.7243
      88  152.7817  152.7243
      89  154.3187  152.7243
      90  157.7880  152.7243
      91  160.4798  152.7243
      92  162.4045  152.7243
      93  163.1312  152.7243
      94  163.4286  152.7243
      95  162.7029  152.7243
      96  160.6047  152.7243
      97  156.8953  152.7243
      98  153.7074  152.7243
      99  153.5259  152.7243
     100  156.0202  152.7243
     101  158.4485  152.7243
     102  159.7954  152.7243
     103  160.3166  152.7243
     104  161.0660  152.7243
     105  161.0233  152.7243
     106  159.3613  152.7243
     107  155.5253  152.7243
     108  151.9975  152.7243
     109  151.9435  152.7243
     110  155.2616  152.7243
     111  159.5830  152.7243
     112  162.5706  152.7243
     113  163.5616  152.7243
     114  162.9164  152.7243
     115  161.3938  152.7243
     116  159.5478  152.7243
     117  156.1916  152.7243
     118  152.8405  152.7243
     119  152.1774  152.7243
     120  154.7295  152.7243
     121  159.0643  152.7243
     122  163.3546  152.7243
     123  166.4220  152.7243
     124  166.6912  152.7243
     125  165.7631  152.7243
     126  162.5036  152.7243
     127  158.2621  152.7243
     128  154.3282  152.7243
     129  152.7868  152.7243
     130  154.0499  152.7243
     131  157.6295  152.7243
     132  161.9842  152.7243
     133  164.4085  152.7243
     134  165.6257  152.7243
     135  166.0337  152.7243
     136  165.2616  152.7243
     137  162.9941  152.7243
     138  159.4114  152.7243
     139  156.1439  152.7243
     140  155.2550  152.7243
     141  156.3637  152.7243
     142  158.6931  152.7243
     143  159.7531  152.7243
     144  160.0620  152.7243
     145  160.3093  152.7243
     146  160.6671  152.7243
     147  160.5330  152.7243
     148  159.2864  152.7243
     149  157.1969    0.0000
     150  155.3233    0.0000
     151  155.0785    0.0000
     152  155.6656    0.0000
     153  156.9338    0.0000
     154  157.8907    0.0000
     155  158.4817    0.0000
     156  159.3919    0.0000
     157  159.6224    0.0000
     158  158.4146    0.0000
     159  156.2841    0.0000
     160  154.4637    0.0000
     161  153.1076    0.0000
     162  152.8776    0.0000
     163  153.4754    0.0000
     164  155.8953    0.0000
     165  159.2025    0.0000
     166  161.1173    0.0000
     167  160.6083  160.6083
     168  158.5428  160.6083
     169  156.3068  160.6083
     170  155.2549  160.6083
